playerName,birthdate,matchShare,squadName,competitionName,Build_Up_Passing_Score,Defensive_Ability_Score,Final_Third_Quality_Score,Overall_RWB_Score,Build_Up_Passing_Score_Percentile_League,Defensive_Ability_Score_Percentile_League,Final_Third_Quality_Score_Percentile_League,Overall_RWB_Score_Percentile_League
Denzel De Roeve,2004-08-10,12.5433,Club NXT,Challenger Pro League,0.8397267862565316,1.2889653122213396,0.5139148107548818,0.850344881368472,88.88888888888889,100.0,88.88888888888889,100.0
Gastón Benavídez,1995-10-23,35.1867,Club Atlético Talleres,Liga Profesional de Fútbol,1.1029707013529186,0.12029018626524471,1.294406263054562,0.8451785238379723,92.3076923076923,65.38461538461539,100.0,98.07692307692307
Bart van Rooij,2001-05-26,22.2499,FC Twente Enschede,Eredivisie,1.4466445082484005,0.15309874939644091,1.087780653624941,0.8324147580696579,100.0,73.68421052631578,94.73684210526315,100.0
Maksims Tonisevs,2000-05-12,15.7223,Valmiera FC,Virsliga,0.8810794604173351,1.3287135497668867,0.4207857563060958,0.8306192248396204,90.0,100.0,80.0,100.0
Martin Linnes,1991-09-20,13.3694,Molde FK,Eliteserien,0.5600670877235,0.27664403658614123,1.3671060148725378,0.8240365370424916,80.76923076923077,76.92307692307693,100.0,100.0
Pijus Sirvys,1998-04-01,16.1184,NK Maribor,Prva Liga,1.2156436268852093,0.7473188892692929,0.7008687710972159,0.8200812836150415,92.3076923076923,100.0,92.3076923076923,92.3076923076923
Nils Butzen,1993-04-02,9.553,FC Carl Zeiss Jena,Regionalliga Nordost,1.4170371770639076,0.4962204849580044,0.7956921064754371,0.8151460530620298,100.0,78.57142857142857,92.85714285714286,92.85714285714286
Aarón Herrera,1997-06-06,24.2736,D.C. United,Major League Soccer,0.6013586069270425,0.9310451508459877,0.8099323154787825,0.8106070661469564,89.1891891891892,91.8918918918919,91.8918918918919,100.0
Kengo Kitazume,1992-04-30,12.5976,Shimizu S-Pulse,J2 League,1.238856247717477,0.15485042456461218,1.119761858907213,0.8058617346493554,94.44444444444444,61.111111111111114,94.44444444444444,100.0
Tayvon Gray,2002-08-19,17.2954,New York City FC,Major League Soccer,0.35731500335939836,0.3399839868761475,1.34918962263758,0.7975927262654423,70.27027027027027,67.56756756756756,97.2972972972973,97.2972972972973
Christian Borchgrevink,1999-05-11,21.054,Vålerenga Fotball,OBOS-ligaen,1.5764341722650304,0.6784274045086349,0.5362191329027088,0.7940350358372472,100.0,95.0,90.0,100.0
Gabriel Cléùr,1998-01-31,12.068,Western Sydney Wanderers,A-League Men,1.0143234426761525,0.6749403022595848,0.7885730250999363,0.7939516556210566,100.0,90.9090909090909,90.9090909090909,100.0
Óscar Mingueza,1999-05-13,11.5166,Celta Vigo,LaLiga,1.8772028341005924,-0.7055966021067347,1.4729878781009775,0.7913263012282012,100.0,17.391304347826086,100.0,100.0
Érick Aguirre,1997-02-23,10.9654,CF Monterrey,Liga MX Apertura,0.34831886196827977,1.2607729386792814,0.6108752751964567,0.7858281747698099,78.94736842105263,100.0,89.47368421052632,94.73684210526315
Ángel Ortiz,2004-07-25,11.2355,Betis Sevilla Deportivo,Primera Federación - Grupo II,1.0272678111613633,0.19435641492462433,1.1155610917359486,0.775480798737068,88.46153846153845,61.53846153846154,100.0,100.0
Cammy Kerr,1995-09-10,11.5094,Queen's Park FC,Scottish Championship,0.8217916301602249,1.183545404877362,0.43300637472764875,0.7734520863665636,77.77777777777779,88.88888888888889,77.77777777777779,100.0
Ástbjörn Thórdarson,1999-07-26,12.4441,FH Hafnarfjördur,Besta deild,0.3233167503677445,1.2706441172440999,0.5863927218869527,0.7732655159581125,60.0,100.0,93.33333333333333,100.0
Shawn Smart,2004-02-24,21.6013,Las Vegas Lights FC,USL Championship,0.9491095295120157,0.8986062560559844,0.5954105907745336,0.7722688613705377,94.5945945945946,94.5945945945946,83.78378378378379,100.0
Robin Krolikowski,1999-03-02,11.3087,SSV Jeddeloh II,Regionalliga Nord,0.9385443672009892,0.742234602030763,0.7202640239321962,0.7716097949204531,94.73684210526315,89.47368421052632,89.47368421052632,100.0
Joe Felix,1999-09-29,18.5872,York City,National League,1.2891016668006139,0.18248443339440565,0.993722373369308,0.7688649530643533,97.2972972972973,48.64864864864865,100.0,100.0
James Tavernier,1991-10-31,20.3503,Glasgow Rangers,Scottish Premiership,1.2679134766777034,0.4915292278874187,0.761228503282838,0.7681707515734143,87.5,81.25,87.5,100.0
Alan García,1999-09-14,9.751,Cerro Largo FC,Primera División Apertura,0.4226794711493949,1.4805065375988078,0.36160633425611743,0.7654360328047146,72.72727272727273,100.0,83.63636363636363,100.0
Ognjen Mimovic,2004-08-17,9.7016,Roter Stern Belgrad,Super liga Srbije,1.0997951655209157,-0.05163428471996756,1.2416272794306547,0.7606193091959891,94.73684210526315,47.368421052631575,100.0,100.0
Achraf Hakimi,1998-11-04,12.091,FC Paris Saint-Germain,UEFA Champions League,0.9426763462519148,0.6308458637687637,0.7738000621033927,0.7575413495159771,100.0,80.0,100.0,100.0
Yan Couto,2002-06-03,8.457,Borussia Dortmund,1. Bundesliga,0.9791119960326302,0.8853154970052397,0.5489683422439904,0.7527185771681557,95.0,90.0,90.0,100.0
Mayke,1992-11-10,9.7757,SE Palmeiras São Paulo,Campeonato Brasileiro Série A,0.8804185972654143,1.286998693739398,0.27287815678665517,0.749328432815867,88.57142857142857,100.0,68.57142857142857,100.0
Bandar Mohamed,1990-07-09,13.0925,Al-Ain FC,UAE Pro League,0.939422490558501,-0.585566724872258,1.700384987608888,0.7481093888304096,100.0,20.0,100.0,100.0
Raivis Jurkovskis,1996-12-09,19.6868,FC Riga,Virsliga,1.0938626418674957,0.39329875428740013,0.8669768260603925,0.7465666641012658,100.0,70.0,100.0,90.0
Mohammed Aboulshamat,2002-08-11,14.6468,Al-Qadsiah FC,Saudi Pro League,0.35832964750324675,0.420395085720664,1.1591272493179703,0.7404114716959683,72.22222222222221,72.22222222222221,94.44444444444444,94.44444444444444
Louis Patris,2001-06-07,17.4755,VV St. Truiden,Jupiler Pro League,-0.6454608069821278,0.6459457206544028,1.4191688107414175,0.7356148056662533,14.285714285714285,90.47619047619048,100.0,100.0
Alistair Johnston,1998-10-08,22.85,Celtic Glasgow,Scottish Premiership,1.578529767151243,-0.1119196782916605,1.01870489026367,0.734951266646819,93.75,62.5,93.75,93.75
Marco Sangalli,1992-02-07,11.4895,Racing Santander,LaLiga2,0.37360083344584716,0.65785345334466,0.9339921593174018,0.7252653470526312,63.63636363636363,90.9090909090909,100.0,100.0
Alec Georgen,1998-09-17,19.1623,USL Dunkerque,Ligue 2,1.045026734504305,0.6527564602407439,0.6376341347600132,0.7244054686271273,92.3076923076923,84.61538461538461,92.3076923076923,100.0
David Bruno,1992-02-14,9.6442,FC Alverca,Liga Portugal 2,2.350536166031399,-0.6712078700522852,1.0800218342263024,0.7211943040898161,100.0,22.727272727272727,100.0,100.0
Salvatore Elia,1999-06-30,11.7135,Spezia Calcio,Serie B,-0.3104306817475493,0.4450282016093322,1.392108591693091,0.7201226004756474,31.25,84.375,100.0,100.0
Towa Yamane,1999-02-05,30.4084,Yokohama FC,J2 League,0.9283028416609332,-0.3764216681548197,1.4699256159422913,0.7153795116520308,86.11111111111111,33.33333333333333,100.0,97.22222222222221
Achraf Hakimi,1998-11-04,18.261,FC Paris Saint-Germain,Ligue 1,1.4108091026481748,-0.5131418410439947,1.3578974053501018,0.7136160085717826,100.0,21.052631578947366,100.0,100.0
Marco Pledl,2000-12-13,9.8048,SC Paderborn 07 II,Regionalliga West,0.5898949813969944,0.16139419437598307,1.1965445829401586,0.7129120266340644,80.0,60.0,95.0,100.0
Fahad Al-Jumaiya,1995-05-10,11.1945,Al-Taawoun FC,Saudi Pro League,0.4467820630949119,0.7077493403743611,0.8279250069911015,0.7096349348960045,83.33333333333334,83.33333333333334,83.33333333333334,88.88888888888889
Pascal Fallmann,2003-11-07,16.5267,FC Erzgebirge Aue,3. Liga,1.2198479702352374,0.02144850300672717,1.00932377890242,0.705672270605491,96.55172413793103,51.724137931034484,100.0,100.0
Seiya Maikuma,1997-10-16,13.5563,Cerezo Osaka,J1 League,1.680102246900412,0.25598710296107813,0.6127803592352967,0.7013670970723433,100.0,78.57142857142857,96.42857142857143,100.0
Mads Thychosen,1997-06-27,19.1792,AIK Solna,Allsvenskan,0.3888590141562628,0.9583174659896059,0.6403779798873027,0.7013530068769009,66.66666666666666,100.0,91.66666666666666,100.0
Cesar Blackman,1998-04-02,13.5354,Slovan Bratislava,Fortuna Liga,1.317108985383648,0.3367303103295424,0.7041629438321133,0.6981507304165204,100.0,77.77777777777779,96.29629629629629,100.0
Axel Sjöberg,2000-04-12,13.0146,St. Patrick's Athletic,Irish Premier Division,1.1596952655649038,0.5796585875255387,0.5834082037276386,0.6973532504243567,100.0,86.66666666666667,86.66666666666667,100.0
Derrick Abu,2003-12-18,11.3,FC Southampton U21,Premier League 2,0.8162403197016647,-0.051461646403670944,1.2255703567884928,0.69674314825387,84.61538461538461,53.84615384615385,100.0,100.0
João Mário,2000-01-03,10.4527,FC Porto,Liga Portugal Bwin,1.047459038283831,-0.8865470948983137,1.7722278969429728,0.6967028780666942,100.0,8.695652173913043,100.0,100.0
Ethan Galbraith,2001-05-11,13.8346,Leyton Orient,League One,0.7870344736667084,0.8312998897201774,0.5417938812272279,0.6921691026876563,87.87878787878788,90.9090909090909,87.87878787878788,100.0
Uba Charles,2002-10-10,13.6953,Lillestrøm SK,Eliteserien,-0.2668504554593069,0.8888927214626063,0.9561252112993526,0.6879987065047595,34.61538461538461,92.3076923076923,92.3076923076923,96.15384615384616
Jannis Turtschan,2001-10-21,12.3014,FC St. Pauli II,Regionalliga Nord,0.11614328691764687,0.5815588297097124,1.018106634391256,0.684922233257994,57.89473684210527,78.94736842105263,100.0,94.73684210526315
Léo Oliveira,2001-12-08,8.7979,Ituano FC (SP),Campeonato Brasileiro Série B,-0.26699717557100083,1.436129697240244,0.5185658537088123,0.6826005930888507,33.33333333333333,100.0,83.33333333333334,96.66666666666667
Fabricio Bustos,1996-04-28,9.1031,SC Internacional Porto Alegre,Campeonato Brasileiro Série A,0.7149726134413141,1.0096444067773138,0.40627167844540063,0.6791923203607529,82.85714285714286,94.28571428571428,82.85714285714286,97.14285714285714
Jiri Nissinen,1997-05-30,11.022,IFK Mariehamn,Veikkausliiga,-0.20114313068073444,1.1860195655802244,0.6736146307163526,0.6780048056392903,50.0,100.0,92.85714285714286,100.0
Yevgen Yefremov,1994-01-17,9.1669,FA Siauliai,A Lyga,0.35225822665348777,-0.17718293941595298,1.4774032305074583,0.6732690702634704,72.72727272727273,54.54545454545454,100.0,100.0
José Quintero,1990-06-20,13.4757,LDU Quito,LigaPro Serie A Primera Etapa,0.22027170420903763,0.0924755480932566,1.322234619278223,0.6714263613496477,65.0,50.0,95.0,95.0
Jan Kopic,1990-06-04,10.8599,FC Viktoria Pilsen,Fortuna Liga,0.6056052202785988,-0.2976489707952471,1.4506282157663457,0.6697266013722389,81.48148148148148,37.03703703703704,100.0,96.29629629629629
Leon Sommer,2001-03-10,14.4383,VfB Lübeck,Regionalliga Nord,0.0986198094146682,1.1664606318624753,0.528609790875738,0.6658595889288821,47.368421052631575,100.0,84.21052631578947,89.47368421052632
Samed Bahar,1997-10-20,20.0408,TSV Buchbach,Regionalliga Bayern,0.8726782995568338,1.0180686595834825,0.28445331943898683,0.6588636845131297,93.75,100.0,87.5,100.0
Heri Tavares,1997-02-19,8.4254,Maccabi Netanya,Ligat ha'Al,-0.23311888732046995,0.2779973378324133,1.3509904585910322,0.6586209971432152,33.33333333333333,73.33333333333333,100.0,100.0
Matthew Hayden,,14.6178,Brighton & Hove Albion U18,U18 Premier League ,0.9565694150073879,0.29629101214095244,0.8070859682168422,0.6582044229483899,100.0,61.53846153846154,100.0,100.0
Jack Hunt,1990-12-06,8.6024,Bristol Rovers,League One,0.9019926903079163,0.3824847568826513,0.7626986568089823,0.6574825985345533,93.93939393939394,69.6969696969697,90.9090909090909,96.96969696969697
Jack Waldron,2005-11-28,9.261,Sheffield United U23,U23 Professional Development League,-0.7530546074093206,1.288575192728445,0.7921482850000537,0.6568571242231157,25.0,100.0,100.0,100.0
Emil Holm,2000-05-13,8.309,FC Bologna,Serie A,0.002985864883240113,1.5062531486664463,0.28412794686935056,0.6556433511011119,40.0,100.0,76.0,100.0
Moris Valincic,2002-11-17,15.4403,NK Istra 1961,1.HNL,1.257609057246132,1.1408694515314337,0.007693470713773146,0.6542881813064261,100.0,100.0,50.0,100.0
Simón Ramírez,1998-11-03,18.546,Unión Española,Primera División de Chile,1.566895815916706,0.19865101937951005,0.589770088788869,0.6483035599211608,95.23809523809523,57.14285714285714,85.71428571428571,100.0
Iñaki Rupérez,2003-01-07,18.0064,Real Sociedad B,Primera Federación - Grupo I,0.27287380840997705,1.2296356482338404,0.3584974526603939,0.6462710922610168,63.63636363636363,100.0,86.36363636363636,100.0
Jonjoe Kenny,1997-03-15,23.0,Hertha BSC,2. Bundesliga,1.1686730085505388,0.7263242267814933,0.3455332453807639,0.6434380415049742,100.0,89.47368421052632,78.94736842105263,100.0
Lucas Morales,1999-11-25,18.8453,Montevideo Wanderers,Primera División Apertura,-0.21446195172357171,1.025936348962675,0.7265906224703117,0.6431511119038621,40.0,94.54545454545455,94.54545454545455,98.18181818181819
Danny Finlayson,2001-01-19,15.1819,Livingston FC,Scottish Championship,1.496907644307454,-0.0008138182677154826,0.7452349465581793,0.6344524184189712,100.0,77.77777777777779,88.88888888888889,88.88888888888889
Eirô,2001-01-06,11.5994,FC Felgueiras 1932,Liga Portugal 2,0.885922712946276,1.4024377264706378,-0.07548408466780007,0.6340699087534684,95.45454545454545,100.0,50.0,95.45454545454545
Facundo Mater,1998-07-23,24.2764,CA Barracas Central,Liga Profesional de Fútbol,0.591524500145632,1.0885270439763062,0.2946197856883118,0.6318682689805739,75.0,96.15384615384616,75.0,96.15384615384616
Muhlis Dağaşan,2004-08-09,8.4302,PSV Eindhoven II,Keuken Kampioen Divisie,0.2624768720218826,0.12393373743131182,1.1890498011348818,0.6309445930160325,67.85714285714286,60.71428571428571,100.0,100.0
Juan Pintado,1997-07-28,36.579,Club de Gimnasia y Esgrima La Plata,Liga Profesional de Fútbol,0.7029605129338188,0.08691571172734672,1.0177307057629081,0.6289914192846437,80.76923076923077,59.61538461538461,98.07692307692307,94.23076923076923
Ahmed Iljazovski,1997-07-31,11.2302,Hvidovre IF,1.Division,0.9909076005762081,1.1482185380557783,0.06121696515532046,0.6276056427546582,90.9090909090909,100.0,63.63636363636363,100.0
Jelle Bataille,1999-05-20,12.117,Royal Antwerpen FC,Jupiler Pro League,1.1316255357522196,1.1509172405742465,-0.004673509733294598,0.6270430619714477,100.0,95.23809523809523,57.14285714285714,95.23809523809523
Elias Baum,2005-10-26,23.3485,SV 07 Elversberg,2. Bundesliga,-0.14328695985867415,1.0938803950373595,0.6060618681529393,0.6269285869601637,42.10526315789473,100.0,94.73684210526315,94.73684210526315
Josh Dacres-Cogley,1996-03-12,21.1461,Bolton Wanderers,League One,0.8526764458240655,0.00011642489035081915,1.011731653240339,0.6258552818345885,90.9090909090909,60.60606060606061,93.93939393939394,93.93939393939394
Ítalo,2002-06-28,8.0242,FC Vizela,Liga Portugal 2,0.174834812981196,0.7566455199819524,0.7191608747774874,0.6234152882397919,68.18181818181817,86.36363636363636,90.9090909090909,90.9090909090909
Ivan Smolcic,2000-08-17,17.3143,HNK Rijeka,1.HNL,0.7626248872201007,1.0680589701585075,0.2153368771398247,0.6232472117124189,80.0,90.0,80.0,90.0
Toshiki Mori,1997-08-29,9.2759,Tochigi SC,J2 League,-0.3398742470462084,0.5993065936971289,1.068949109928017,0.622809557852361,30.555555555555557,83.33333333333334,91.66666666666666,94.44444444444444
Andy Polo,1994-09-29,32.5006,Universitario de Deportes,Liga 1 Apertura,0.6135998672632805,-0.24788977639979753,1.3017711976395612,0.6217555906505295,82.75862068965517,37.93103448275862,96.55172413793103,96.55172413793103
Dieguinho,1995-10-31,27.8235,Goiás EC,Campeonato Brasileiro Série B,0.5012238558223728,0.1663777962180795,1.027166499874139,0.620701924784165,83.33333333333334,56.666666666666664,100.0,93.33333333333333
Tautvydas Burdzilauskas,2005-05-18,15.83,FK Suduva Marijampole,A Lyga,-0.45871335322474366,1.1951109253546388,0.6490341611034345,0.6186115257257203,27.27272727272727,100.0,81.81818181818183,90.9090909090909
Casimiro,1998-12-14,13.5129,UD Oliveirense,Liga Portugal 2,0.006401411480882421,1.1053840188836097,0.5073760913215981,0.616483930000159,54.54545454545454,95.45454545454545,86.36363636363636,86.36363636363636
Oliver Sonne,2000-11-10,15.4298,Silkeborg IF,Superligaen,1.0784242405486115,0.18013503578424522,0.7476782453942854,0.6151873210616365,90.9090909090909,63.63636363636363,100.0,100.0
Luuk Verheij,2005-07-23,8.1484,FC Eindhoven,Keuken Kampioen Divisie,0.42444234041526524,1.4074160624702838,0.07896609252155606,0.6130188315823526,71.42857142857143,100.0,64.28571428571429,96.42857142857143
Luis Görlich,2000-04-01,18.558,Bryne FK,OBOS-ligaen,-0.11161370605824969,0.43029435346070244,1.0708723670068299,0.6101728476526694,60.0,85.0,95.0,95.0
Marios Vrousai,1998-07-02,20.5117,Rio Ave FC,Liga Portugal Bwin,0.5440385349911433,0.8640188984933005,0.4416575335209077,0.6099602115552922,73.91304347826086,91.30434782608695,82.6086956521739,95.65217391304348
Young-woo Seol,1998-12-05,11.1441,Roter Stern Belgrad,Super liga Srbije,2.1467161464521722,-0.06596158930779938,0.4330186506349326,0.6011150658184243,100.0,42.10526315789473,84.21052631578947,94.73684210526315
Víctor García,1994-06-11,16.3627,Cultural Leonesa,Primera Federación - Grupo I,1.3676764709909777,0.21578575331682268,0.559410405838337,0.6007949904863352,100.0,59.09090909090909,90.9090909090909,95.45454545454545
Mark Pabai,2000-09-30,9.5083,FC Koper,Prva Liga,0.6723658676018854,0.08982941892977583,0.9653282741382603,0.6003111935080158,84.61538461538461,61.53846153846154,100.0,84.61538461538461
José Corpas,1991-07-07,18.222,SD Eibar,LaLiga2,1.079701030637055,0.22445054997933706,0.6790051358084126,0.6000502097339646,100.0,63.63636363636363,93.93939393939394,96.96969696969697
Bernardo Cerezo,1995-01-21,17.8731,CD Ñublense,Primera División de Chile,0.17724389604924592,0.5748809391205173,0.8061597379296574,0.5994289899703762,66.66666666666666,90.47619047619048,95.23809523809523,95.23809523809523
Edoardo Pierozzi,2001-09-12,18.6539,Delfino Pescara 1936,Serie C - Girone B,1.1079601717554093,0.8520094354551622,0.16892875423503556,0.5958132761661546,93.33333333333333,90.0,70.0,100.0
Carlos Isaac,1998-04-30,13.4175,FC Córdoba,LaLiga2,1.0174742478661567,0.08400635370750202,0.8052258057498305,0.5952486859582807,96.96969696969697,51.515151515151516,96.96969696969697,93.93939393939394
Simon Geiger,2002-03-16,12.7435,FC Wil 1900,Challenge League,0.4146328342156331,1.3787779767963435,0.06539073015268743,0.5949246872905561,84.61538461538461,100.0,61.53846153846154,100.0
Elsinho,1989-11-30,24.443,Tokushima Vortis,J2 League,1.2780115499647091,0.1304788252506628,0.6486609486857529,0.5931673257392626,97.22222222222221,55.55555555555556,88.88888888888889,91.66666666666666
Emmanuele Salines,2000-11-08,15.9225,Calcio Foggia 1920,Serie C - Girone C,1.3922627611544367,0.11472250866695374,0.6057989358005617,0.5912149513745739,100.0,68.18181818181817,95.45454545454545,95.45454545454545
Nico Neidhart,1994-09-27,16.5426,FC Hansa Rostock,3. Liga,0.581073253268242,0.12861611858315386,0.9515287516741247,0.5894182304111084,82.75862068965517,65.51724137931035,96.55172413793103,96.55172413793103
Karem Jaber,2000-10-31,9.696,Maccabi Netanya,Ligat ha'Al,0.4145550546829489,0.7045073804708417,0.5708206068618736,0.5863578671892276,80.0,93.33333333333333,93.33333333333333,93.33333333333333
William,1995-04-03,32.6678,EC Cruzeiro Belo Horizonte,Campeonato Brasileiro Série A,0.4183952944975316,0.33698915078199243,0.849891149474657,0.5840762789367994,71.42857142857143,68.57142857142857,100.0,94.28571428571428
Bruno Gomes,2001-04-04,19.8715,SC Internacional Porto Alegre,Campeonato Brasileiro Série A,0.8338618674120462,0.8183351068466189,0.2902432780190025,0.583799135987277,85.71428571428571,91.42857142857143,71.42857142857143,91.42857142857143
Carlos Akapo,1993-03-12,16.8914,San Jose Earthquakes,Major League Soccer,0.43447561936768114,1.4376979955024154,-0.014635465020834265,0.5835034630400062,72.97297297297297,100.0,48.64864864864865,94.5945945945946
Kevin Méndez,1996-01-10,9.9043,CD Everton,Primera División de Chile,-0.23294865352246946,-0.17982046611480623,1.5356955852042669,0.581536119497244,52.38095238095239,33.33333333333333,100.0,90.47619047619048
Alessandro Pietrelli,2003-01-05,16.3827,Feralpisalò,Serie C - Girone A,-0.29769352741333366,-0.2630159148982489,1.6117241751968234,0.5736816031415167,40.74074074074074,37.03703703703704,100.0,96.29629629629629
Marc Lachèvre,2002-04-23,12.367,AD Alcorcón,Primera Federación - Grupo II,0.08776985136519708,0.7441469802434277,0.652507671152593,0.571633865376906,53.84615384615385,92.3076923076923,92.3076923076923,96.15384615384616
Marius Andresen,1999-12-21,19.8606,Moss FK,OBOS-ligaen,-0.33958330406952825,0.15351411463761871,1.3004016307780066,0.5709940131593639,35.0,60.0,100.0,90.0
Keigo Tsunemoto,1998-10-21,25.6849,Servette FC,Super League,0.6411035380515665,1.1144799645134023,0.11628290229769084,0.5706160012239649,100.0,100.0,56.25,100.0
Oliver Braude,2004-02-21,14.9713,SC Heerenveen,Eredivisie,0.4297813187957514,1.4618133495521317,-0.061059558733989966,0.5701141346721009,73.68421052631578,100.0,63.1578947368421,94.73684210526315
Ole Schulz,2003-09-01,17.2716,SV Werder Bremen II,Regionalliga Nord,1.4928501873254518,0.5485558769950092,0.14086446540735115,0.5539536038466516,100.0,73.68421052631578,63.1578947368421,84.21052631578947
Tom Lavery,2005-12-19,13.2695,AFC Sunderland U21,Premier League 2,0.28208619402106067,1.131874459876739,0.22249048681591374,0.552694018828232,61.53846153846154,100.0,76.92307692307693,92.3076923076923
Cláudio Winck,1994-04-15,21.9296,Kasimpasa,Süper Lig,0.3258070971694137,0.25121366573352727,0.8763362769316931,0.5474375270598792,63.63636363636363,68.18181818181817,100.0,100.0
Tin Hrvoj,2001-06-06,10.8419,FK Auda,Virsliga,0.810614020864424,0.015947154719622585,0.837051831037708,0.5443776322917213,80.0,60.0,90.0,80.0
Rodinei,1992-01-29,13.9936,Olympiakos Piräus,Super League 1,0.8121763877564738,-0.3721846707299329,1.1370917187027454,0.5438619162120537,94.73684210526315,21.052631578947366,94.73684210526315,94.73684210526315
Ángel Pérez,1989-10-07,15.8126,Sport Huancayo,Liga 1 Apertura,1.0194299009486767,0.6526714338885854,0.239548511746005,0.5401178123364425,93.10344827586206,86.20689655172413,79.3103448275862,93.10344827586206
Tim Steinmetz,1999-09-15,11.6284,FC 08 Homburg,Regionalliga Südwest,1.2319522012642892,0.2843824886122185,0.43114882078130157,0.53994128061872,100.0,72.22222222222221,94.44444444444444,94.44444444444444
Jeremy Toljan,1994-08-08,24.8376,US Sassuolo,Serie B,1.52121463675401,0.11969049971529903,0.43018415213076017,0.5397174707099988,96.875,71.875,90.625,96.875
Tim Trummer,2005-11-10,8.7365,FC Liefering,2. Liga,-0.05917712256825517,0.5898701463322443,0.7616026276357051,0.5373403091387018,50.0,71.42857142857143,92.85714285714286,100.0
Sander Sjøkvist,1999-03-09,16.0455,IK Start,OBOS-ligaen,0.9335679447137073,0.425366053591131,0.4435330886944554,0.5351815976121422,90.0,80.0,85.0,85.0
Fabrice Montcheu,1998-04-21,11.6084,Würzburger Kickers,Regionalliga Bayern,0.8504938395045596,-0.3951164333216082,1.117444395063633,0.5346579940169839,87.5,37.5,100.0,93.75
